曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.14,13,12,12Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.024,13,11,11Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.9103,13,10,10Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.7994,13,9,9Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.692,13,8,8Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.5863,13,7,7Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.4841,13,6,6Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.3846,13,5,5Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.2871,13,4,4Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.1927,13,3,3Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.0994,13,2,2Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.0076,13,1,1Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.9526,14,16,16Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.8137,14,15,15Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.6781,14,14,14Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.5459,14,13,13Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.4168,14,12,12Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.2905,14,11,11Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.1677,14,10,10Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.0475,14,9,9Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.9304,14,8,8Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.8173,14,7,7Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.7059,14,6,6Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.5986,14,5,5Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.4943,14,4,4Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.3924,14,3,3Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.294,14,2,2Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.1969,14,1,1Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,8.1524,15,15,15Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,8.0039,15,14,14Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.8591,15,13,13Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.7183,15,12,12Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.581,15,11,11Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.4469,15,10,10Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.3168,15,9,9Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.1896,15,8,8Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,7.0658,15,7,7Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.9465,15,6,6Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.829,15,5,5Y
上海清算所中资美元债收益率曲线(BBB),远期的到期,2026-02-26,0,6.7162,15,4,4Y
