曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.6019,14,10,10Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.4816,14,9,9Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.3709,14,8,8Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.2717,14,7,7Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.1818,14,6,6Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.1032,14,5,5Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.0337,14,4,4Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,5.9681,14,3,3Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,5.9087,14,2,2Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,5.8479,14,1,1Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.6957,15,15,15Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.4934,15,14,14Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.3067,15,13,13Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.1319,15,12,12Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.9706,15,11,11Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.8224,15,10,10Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.686,15,9,9Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.561,15,8,8Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.4459,15,7,7Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.3425,15,6,6Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.2487,15,5,5Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.1671,15,4,4Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.0957,15,3,3Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.0282,15,2,2Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,5.9695,15,1,1Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.8201,16,14,14Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.6115,16,13,13Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.4189,16,12,12Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.2382,16,11,11Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.0713,16,10,10Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.9176,16,9,9Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.7759,16,8,8Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.6458,16,7,7Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.5255,16,6,6Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.4173,16,5,5Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.3186,16,4,4Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.2331,16,3,3Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.1588,16,2,2Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,6.0869,16,1,1Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.9546,17,13,13Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.7395,17,12,12Y
上海清算所中资美元债收益率曲线(BBB+),远期的即期,2026-02-27,0,7.5408,17,11,11Y
