曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.343,3,12,12Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.2956,3,11,11Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.2223,3,10,10Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.1359,3,9,9Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.0501,3,8,8Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.9802,3,7,7Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.9317,3,6,6Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.8941,3,5,5Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.8474,3,4,4Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.8196,3,3,3Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.7944,3,2,2Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.6724,3,1,1Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4335,4,26,26Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4375,4,25,25Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4418,4,24,24Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4465,4,23,23Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4516,4,22,22Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4571,4,21,21Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.463,4,20,20Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4694,4,19,19Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4763,4,18,18Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4839,4,17,17Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4922,4,16,16Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4941,4,15,15Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.484,4,14,14Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4649,4,13,13Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4399,4,12,12Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.4122,4,11,11Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.3656,4,10,10Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.29,4,9,9Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.1993,4,8,8Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.1085,4,7,7Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,2.0351,4,6,6Y
上海清算所国债收益率曲线,远期的到期,2026-02-12,0,1.9866,4,5,5Y
