曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(A+),到期,2026-02-10,12,3.6909,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-11,12,3.6862,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-12,12,3.678,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-13,12,3.6928,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-14,12,3.6928,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-24,12,3.5573,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-25,12,3.5529,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-26,12,3.583,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-27,12,3.538,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-28,12,3.538,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-02,12,3.5573,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-03,12,3.5962,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-04,12,3.606,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-05,12,3.6292,,,12Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-03,13,3.8357,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-04,13,3.8366,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-05,13,3.8387,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-06,13,3.7531,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-09,13,3.7768,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-10,13,3.7539,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-11,13,3.7475,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-12,13,3.7402,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-13,13,3.7581,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-14,13,3.7581,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-24,13,3.62,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-25,13,3.6143,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-26,13,3.6449,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-27,13,3.5983,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-28,13,3.5983,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-02,13,3.6181,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-03,13,3.6544,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-04,13,3.6621,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-05,13,3.6868,,,13Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-03,14,3.8932,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-04,14,3.8937,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-05,14,3.8965,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-06,14,3.8108,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-09,14,3.8345,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-10,14,3.8135,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-11,14,3.8047,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-12,14,3.802,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-13,14,3.8205,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-14,14,3.8205,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-24,14,3.6815,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-25,14,3.6746,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-26,14,3.7053,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-27,14,3.655,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-28,14,3.655,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-02,14,3.6753,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-03,14,3.7091,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-04,14,3.718,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-05,14,3.7412,,,14Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-03,15,3.9484,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-04,15,3.9487,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-05,15,3.9522,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-06,15,3.8662,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-09,15,3.888,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-10,15,3.87,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-11,15,3.8639,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-12,15,3.8575,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-13,15,3.8729,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-14,15,3.8729,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-24,15,3.7416,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-25,15,3.7339,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-26,15,3.7643,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-27,15,3.7087,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-02-28,15,3.7087,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-02,15,3.7294,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-03,15,3.7608,,,15Y
上海清算所中资美元债收益率曲线(A+),到期,2026-03-04,15,3.7704,,,15Y
