曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.4153,18,12,12Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.3347,18,11,11Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.2568,18,10,10Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.1815,18,9,9Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.108,18,8,8Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.037,18,7,7Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.9677,18,6,6Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.8996,18,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.8327,18,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.7663,18,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.6991,18,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.6318,18,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.516,19,11,11Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.4312,19,10,10Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.3493,19,9,9Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.2704,19,8,8Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.1935,19,7,7Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.1194,19,6,6Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.0473,19,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.9767,19,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.9077,19,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.8395,19,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.7703,19,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.6192,20,10,10Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.5297,20,9,9Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.4436,20,8,8Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.3606,20,7,7Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.28,20,6,6Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.2025,20,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.1274,20,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.0539,20,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.9825,20,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,5.9128,20,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.7253,21,9,9Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.6308,21,8,8Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.5399,21,7,7Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.4526,21,6,6Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.3678,21,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.2865,21,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.2079,21,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.1309,21,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.0564,21,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.8357,22,8,8Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.7357,22,7,7Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.6398,22,6,6Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.5478,22,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.4584,22,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.373,22,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.2908,22,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.2101,22,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.9508,23,7,7Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.845,23,6,6Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.7436,23,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.6465,23,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.5522,23,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.4624,23,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.3766,23,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.0709,24,6,6Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.9587,24,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.8513,24,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.7487,24,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.6488,24,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.5539,24,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.1972,25,5,5Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.0781,25,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.9644,25,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.8562,25,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.7502,25,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.3298,26,4,4Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.2033,26,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.083,26,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,6.9697,26,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.468,27,3,3Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.333,27,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.2044,27,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.6149,28,2,2Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.4713,28,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-05,0,7.7697,29,1,1Y
上海清算所中资美元债收益率曲线(A+),远期的到期,2026-02-06,0,4.7389,1,29,29Y
