曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1007,15,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.0745,15,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.0471,15,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6194,16,14,14Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5456,16,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4766,16,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4134,16,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3564,16,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3081,16,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2684,16,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2366,16,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2094,16,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1883,16,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1668,16,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1477,16,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1275,16,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1019,16,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6593,17,13,13Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5827,17,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5107,17,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4446,17,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3848,17,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3339,17,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2922,17,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2591,17,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.231,17,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2099,17,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1885,17,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1706,17,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1531,17,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7016,18,12,12Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6218,18,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5465,18,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4771,18,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4137,18,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3598,18,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3154,18,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2803,18,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2504,18,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2288,18,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2061,18,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.1881,18,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7484,19,11,11Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6653,19,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5864,19,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5133,19,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.446,19,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3884,19,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3409,19,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3034,19,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2712,19,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2491,19,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2242,19,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.8009,20,10,10Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7144,20,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6318,20,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5546,20,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.483,20,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4213,20,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3702,20,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3298,20,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2947,20,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.2741,20,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.8596,21,9,9Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7696,21,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.683,21,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6014,21,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5249,21,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4581,21,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4022,21,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3576,21,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3153,21,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.9279,22,8,8Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.8347,22,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7444,22,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6588,22,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5773,22,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5057,22,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4456,22,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.3999,22,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.0035,23,7,7Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.9073,23,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.8134,23,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7236,23,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6365,23,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.5587,23,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.4914,23,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.0891,24,6,6Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.9907,24,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.8941,24,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.8011,24,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7092,24,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.6261,24,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.1819,25,5,5Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.082,25,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.9836,25,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.8887,25,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.7924,25,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.2795,26,4,4Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.1787,26,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.0793,26,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,6.9851,26,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.3779,27,3,3Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.2757,27,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.1737,27,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.4801,28,2,2Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.3778,28,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-06,0,7.5825,29,1,1Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.8354,1,29,29Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.7805,1,28,28Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.7121,1,27,27Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.6498,1,26,26Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.5986,1,25,25Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.5506,1,24,24Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.5053,1,23,23Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.4597,1,22,22Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.4116,1,21,21Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.3608,1,20,20Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.3158,1,19,19Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.2559,1,18,18Y
上海清算所中资美元债收益率曲线(A-),远期的即期,2026-02-09,0,5.2012,1,17,17Y
