曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,5.6687,9,3,3Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,5.6092,9,2,2Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,5.5587,9,1,1Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,7.9295,10,20,20Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,7.6782,10,19,19Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,7.4343,10,18,18Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,7.2317,10,17,17Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,7.0496,10,16,16Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.8817,10,15,15Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.7192,10,14,14Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.5762,10,13,13Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.4466,10,12,12Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.3576,10,11,11Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.2533,10,10,10Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.1707,10,9,9Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.0891,10,8,8Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,6.0127,10,7,7Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,5.9363,10,6,6Y
上海清算所中资美元债收益率曲线(BBB-),远期的即期,2026-03-05,0,5.8905,10,5,5Y
