曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.7933,7,5,5Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8519,7,4,4Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8558,7,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8638,7,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8331,7,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.6702,8,7,7Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.6709,8,6,6Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.7068,8,5,5Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.7826,8,4,4Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8585,8,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8676,8,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8954,8,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.6291,9,6,6Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.6223,9,5,5Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.6564,9,4,4Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.7429,9,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8392,9,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8389,9,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.5838,10,5,5Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.5645,10,4,4Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.5923,10,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.6928,10,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.8395,10,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.5158,11,4,4Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.4683,11,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.464,11,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.5425,11,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.5065,12,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.4298,12,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.3837,12,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.5702,13,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.4771,13,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-10,0,2.6657,14,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4546,1,14,14Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4412,1,13,13Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4265,1,12,12Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4286,1,11,11Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4174,1,10,10Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.3757,1,9,9Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.3238,1,8,8Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.2497,1,7,7Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.1612,1,6,6Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.0709,1,5,5Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,1.9018,1,4,4Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,1.895,1,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,1.8836,1,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,1.8127,1,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.5128,2,13,13Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.5021,2,12,12Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4905,2,11,11Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4985,2,10,10Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4927,2,9,9Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4534,2,8,8Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.4034,2,7,7Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.3282,2,6,6Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.2353,2,5,5Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.1388,2,4,4Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,1.9327,2,3,3Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,1.9374,2,2,2Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,1.9558,2,1,1Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.567,3,12,12Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.5594,3,11,11Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.5515,3,10,10Y
上海清算所商业银行债收益率曲线(AA+),远期的到期,2026-02-11,0,2.5664,3,9,9Y
