曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.1657,11,12,12Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.0867,11,11,11Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.0299,11,10,10Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.9592,11,9,9Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.9027,11,8,8Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.8505,11,7,7Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.7924,11,6,6Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.7389,11,5,5Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.6798,11,4,4Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.6176,11,3,3Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.5472,11,2,2Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.5171,11,1,1Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.8988,12,18,18Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.8006,12,17,17Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.696,12,16,16Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.6041,12,15,15Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.5149,12,14,14Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.4291,12,13,13Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.3351,12,12,12Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.2481,12,11,11Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.1641,12,10,10Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.1051,12,9,9Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.0301,12,8,8Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.9715,12,7,7Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.9179,12,6,6Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.8574,12,5,5Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.8025,12,4,4Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.7404,12,3,3Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.6722,12,2,2Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.5791,12,1,1Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,7.03,13,17,17Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.9257,13,16,16Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.8143,13,15,15Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.7169,13,14,14Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.6225,13,13,13Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.5318,13,12,12Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.4319,13,11,11Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.3396,13,10,10Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.2504,13,9,9Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.19,13,8,8Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.1109,13,7,7Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.0512,13,6,6Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.9982,13,5,5Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.9375,13,4,4Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.8858,13,3,3Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.8281,13,2,2Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,5.7706,13,1,1Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,7.1607,14,16,16Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,7.0495,14,15,15Y
上海清算所中资美元债收益率曲线(BBB+),远期的到期,2026-03-04,0,6.9305,14,14,14Y
