曲线名称,曲线类型,日期,标准期限(年),收益率(%),N(年),K(年),期限描述
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7655,15,13,13Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7792,15,12,12Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7947,15,11,11Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8124,15,10,10Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8314,15,9,9Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8516,15,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8751,15,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.9052,15,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.9477,15,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.9898,15,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,3.0448,15,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,3.1051,15,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,3.1771,15,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7052,16,14,14Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7142,16,13,13Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7246,16,12,12Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7366,16,11,11Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7503,16,10,10Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7659,16,9,9Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7825,16,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7996,16,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8196,16,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.846,16,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8861,16,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.9236,16,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.9757,16,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,3.0309,16,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6752,17,13,13Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6829,17,12,12Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.692,17,11,11Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7026,17,10,10Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7147,17,9,9Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7286,17,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7429,17,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7572,17,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7737,17,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7965,17,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.835,17,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8677,17,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.9188,17,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6511,18,12,12Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6578,18,11,11Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6658,18,10,10Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6752,18,9,9Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6859,18,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6983,18,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7108,18,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7222,18,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7349,18,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7534,18,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7914,18,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.8151,18,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6337,19,11,11Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6397,19,10,10Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6469,19,9,9Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6555,19,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6655,19,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.677,19,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6882,19,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6974,19,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7067,19,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.7213,19,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.767,19,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6184,20,10,10Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6236,20,9,9Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6301,20,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6379,20,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6469,20,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6576,20,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6671,20,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6729,20,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6753,20,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6745,20,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6113,21,9,9Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6165,21,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6231,21,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6312,21,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.641,21,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.653,21,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6645,21,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6721,21,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6761,21,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6023,22,8,8Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.607,22,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6134,22,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6215,22,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6316,22,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6449,22,3,3Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6585,22,2,2Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6681,22,1,1Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.5919,23,7,7Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.5959,23,6,6Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6016,23,5,5Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.609,23,4,4Y
上海清算所铁道债收益率曲线,远期的到期,2026-02-09,0,2.6188,23,3,3Y
